timestamp,SSID,RSSI,CH
2023-01-16 14:33:22.082888,AP-18,-68,12
2023-01-16 14:33:22.083082,AP-36,-71,12
2023-01-16 14:33:22.083276,AP-25,-73,12
2023-01-16 14:33:22.085512,AP-72,-83,12
2023-01-16 14:33:22.085886,pioneernuc,-88,1
2023-01-16 14:33:26.288944,AP-18,-69,12
2023-01-16 14:33:26.289430,AP-25,-72,12
2023-01-16 14:33:26.289714,AP-36,-72,12
2023-01-16 14:33:26.291405,AP-72,-84,12
2023-01-16 14:33:26.291581,pioneernuc,-87,1
2023-01-16 14:33:30.496330,AP-18,-70,12
2023-01-16 14:33:30.496863,AP-36,-71,12
2023-01-16 14:33:30.497059,AP-25,-73,12
2023-01-16 14:33:30.497210,AP-72,-82,12
2023-01-16 14:33:30.497466,pioneernuc,-89,1
2023-01-16 14:33:34.698949,AP-18,-70,12
2023-01-16 14:33:34.699097,AP-36,-71,12
2023-01-16 14:33:34.703399,AP-25,-72,12
2023-01-16 14:33:34.703551,AP-72,-83,12
2023-01-16 14:33:34.703719,pioneernuc,-87,1
2023-01-16 14:33:38.905500,AP-18,-68,12
2023-01-16 14:33:38.905695,AP-25,-72,12
2023-01-16 14:33:38.905866,AP-36,-72,12
2023-01-16 14:33:38.908469,AP-72,-83,12
2023-01-16 14:33:38.908697,pioneernuc,-87,1
2023-01-16 14:33:43.111403,AP-18,-69,12
2023-01-16 14:33:43.111611,AP-36,-71,12
2023-01-16 14:33:43.111809,AP-25,-73,12
2023-01-16 14:33:43.114269,AP-72,-82,12
2023-01-16 14:33:43.114456,pioneernuc,-88,1
